task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,n1,n2,id
bipartite,"[(TYZ, LZQ), (TYZ, PXJ), (TYZ, AWE), (TYZ, TUH), (AEY, AWE), (AEY, TUH)]","{TYZ: [LZQ, PXJ, AWE, TUH],
AEY: [AWE, TUH],
LZQ: [TYZ],
PXJ: [TYZ],
AWE: [TYZ, AEY],
TUH: [TYZ, AEY]}","Node TYZ is connected to nodes LZQ, PXJ, AWE, TUH.
Node AEY is connected to nodes AWE, TUH.
Node LZQ is connected to node TYZ.
Node PXJ is connected to node TYZ.
Node AWE is connected to nodes TYZ, AEY.
Node TUH is connected to nodes TYZ, AEY.","[TYZ, AEY, LZQ, PXJ, AWE, TUH]",6,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: TYZ AEY.
Nodes set 2 contains: LZQ PXJ AWE TUH.","[(TYZ, LZQ), (AEY, AWE)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node TYZ. Updated matching: {LZQ: TYZ}.
Search from node AEY. Updated matching: {LZQ: TYZ, AWE: AEY}.
So the maximum matching is ",2,4,73
bipartite,"[(PFM, URB), (PFM, GWE), (PFM, UOL), (RAZ, ETL), (RAZ, UOL)]","{PFM: [URB, GWE, UOL],
RAZ: [ETL, UOL],
URB: [PFM],
ETL: [RAZ],
GWE: [PFM],
UOL: [PFM, RAZ]}","Node PFM is connected to nodes URB, GWE, UOL.
Node RAZ is connected to nodes ETL, UOL.
Node URB is connected to node PFM.
Node ETL is connected to node RAZ.
Node GWE is connected to node PFM.
Node UOL is connected to nodes PFM, RAZ.","[PFM, RAZ, URB, ETL, GWE, UOL]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: PFM RAZ.
Nodes set 2 contains: URB ETL GWE UOL.","[(PFM, URB), (RAZ, ETL)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node PFM. Updated matching: {URB: PFM}.
Search from node RAZ. Updated matching: {URB: PFM, ETL: RAZ}.
So the maximum matching is ",2,4,74
bipartite,"[(COC, SCH), (COC, GNJ), (COC, FWQ), (DKI, GNJ), (DKI, VTS)]","{COC: [SCH, GNJ, FWQ],
DKI: [GNJ, VTS],
SCH: [COC],
GNJ: [COC, DKI],
FWQ: [COC],
VTS: [DKI]}","Node COC is connected to nodes SCH, GNJ, FWQ.
Node DKI is connected to nodes GNJ, VTS.
Node SCH is connected to node COC.
Node GNJ is connected to nodes COC, DKI.
Node FWQ is connected to node COC.
Node VTS is connected to node DKI.","[COC, DKI, SCH, GNJ, FWQ, VTS]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: COC DKI.
Nodes set 2 contains: SCH GNJ FWQ VTS.","[(COC, SCH), (DKI, GNJ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node COC. Updated matching: {SCH: COC}.
Search from node DKI. Updated matching: {SCH: COC, GNJ: DKI}.
So the maximum matching is ",2,4,75
bipartite,"[(XKZ, OPM), (XKZ, ZAL), (XKZ, JWU), (HAJ, ZAL), (HAJ, JWU)]","{XKZ: [OPM, ZAL, JWU],
HAJ: [ZAL, JWU],
OPM: [XKZ],
ZAL: [XKZ, HAJ],
JWU: [XKZ, HAJ]}","Node XKZ is connected to nodes OPM, ZAL, JWU.
Node HAJ is connected to nodes ZAL, JWU.
Node OPM is connected to node XKZ.
Node ZAL is connected to nodes XKZ, HAJ.
Node JWU is connected to nodes XKZ, HAJ.","[XKZ, HAJ, OPM, ZAL, JWU]",5,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: XKZ HAJ.
Nodes set 2 contains: OPM ZAL JWU.","[(XKZ, OPM), (HAJ, ZAL)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node XKZ. Updated matching: {OPM: XKZ}.
Search from node HAJ. Updated matching: {OPM: XKZ, ZAL: HAJ}.
So the maximum matching is ",2,3,76
bipartite,"[(HZT, TJA), (HZT, UFL), (NNU, TJA), (NNU, OPW), (SVX, TJA), (SVX, OPW), (SVX, FWZ)]","{HZT: [TJA, UFL],
NNU: [TJA, OPW],
SVX: [TJA, OPW, FWZ],
TJA: [HZT, NNU, SVX],
OPW: [NNU, SVX],
FWZ: [SVX],
UFL: [HZT]}","Node HZT is connected to nodes TJA, UFL.
Node NNU is connected to nodes TJA, OPW.
Node SVX is connected to nodes TJA, OPW, FWZ.
Node TJA is connected to nodes HZT, NNU, SVX.
Node OPW is connected to nodes NNU, SVX.
Node FWZ is connected to node SVX.
Node UFL is connected to node HZT.","[HZT, NNU, SVX, TJA, OPW, FWZ, UFL]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: HZT NNU SVX.
Nodes set 2 contains: TJA OPW FWZ UFL.","[(HZT, UFL), (NNU, OPW), (SVX, TJA)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node HZT. Updated matching: {TJA: HZT}.
Search from node NNU. Updated matching: {TJA: NNU, UFL: HZT}.
Search from node SVX. Updated matching: {TJA: SVX, UFL: HZT, OPW: NNU}.
So the maximum matching is ",3,4,77
bipartite,"[(RRL, JJB), (RRL, FCD), (RRL, UNV), (TTU, JJB), (TTU, FCD)]","{RRL: [JJB, FCD, UNV],
TTU: [JJB, FCD],
JJB: [RRL, TTU],
FCD: [RRL, TTU],
UNV: [RRL]}","Node RRL is connected to nodes JJB, FCD, UNV.
Node TTU is connected to nodes JJB, FCD.
Node JJB is connected to nodes RRL, TTU.
Node FCD is connected to nodes RRL, TTU.
Node UNV is connected to node RRL.","[RRL, TTU, JJB, FCD, UNV]",5,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: RRL TTU.
Nodes set 2 contains: JJB FCD UNV.","[(RRL, FCD), (TTU, JJB)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node RRL. Updated matching: {JJB: RRL}.
Search from node TTU. Updated matching: {JJB: TTU, FCD: RRL}.
So the maximum matching is ",2,3,78
bipartite,"[(MHC, HSF), (MHC, GCE), (MHC, MNH), (VFW, HSF), (VFW, MNH), (VFW, UZV)]","{MHC: [HSF, GCE, MNH],
VFW: [HSF, MNH, UZV],
HSF: [MHC, VFW],
GCE: [MHC],
MNH: [MHC, VFW],
UZV: [VFW]}","Node MHC is connected to nodes HSF, GCE, MNH.
Node VFW is connected to nodes HSF, MNH, UZV.
Node HSF is connected to nodes MHC, VFW.
Node GCE is connected to node MHC.
Node MNH is connected to nodes MHC, VFW.
Node UZV is connected to node VFW.","[MHC, VFW, HSF, GCE, MNH, UZV]",6,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: MHC VFW.
Nodes set 2 contains: HSF GCE MNH UZV.","[(MHC, GCE), (VFW, HSF)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node MHC. Updated matching: {HSF: MHC}.
Search from node VFW. Updated matching: {HSF: VFW, GCE: MHC}.
So the maximum matching is ",2,4,79
bipartite,"[(NWY, HSI), (NWY, ALL), (NWY, KZN), (NWY, TWM), (NWY, JHD), (XGI, JHD)]","{NWY: [HSI, ALL, KZN, TWM, JHD],
XGI: [JHD],
HSI: [NWY],
ALL: [NWY],
KZN: [NWY],
TWM: [NWY],
JHD: [NWY, XGI]}","Node NWY is connected to nodes HSI, ALL, KZN, TWM, JHD.
Node XGI is connected to node JHD.
Node HSI is connected to node NWY.
Node ALL is connected to node NWY.
Node KZN is connected to node NWY.
Node TWM is connected to node NWY.
Node JHD is connected to nodes NWY, XGI.","[NWY, XGI, HSI, ALL, KZN, TWM, JHD]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: NWY XGI.
Nodes set 2 contains: HSI ALL KZN TWM JHD.","[(NWY, HSI), (XGI, JHD)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node NWY. Updated matching: {HSI: NWY}.
Search from node XGI. Updated matching: {HSI: NWY, JHD: XGI}.
So the maximum matching is ",2,5,80
bipartite,"[(FJA, IAN), (FJA, DGU), (RST, ZOX), (RST, IAN), (RST, XPW), (RST, DGU), (HLV, XPW), (HLV, DGU)]","{FJA: [IAN, DGU],
RST: [ZOX, IAN, XPW, DGU],
HLV: [XPW, DGU],
ZOX: [RST],
IAN: [FJA, RST],
XPW: [RST, HLV],
DGU: [FJA, RST, HLV]}","Node FJA is connected to nodes IAN, DGU.
Node RST is connected to nodes ZOX, IAN, XPW, DGU.
Node HLV is connected to nodes XPW, DGU.
Node ZOX is connected to node RST.
Node IAN is connected to nodes FJA, RST.
Node XPW is connected to nodes RST, HLV.
Node DGU is connected to nodes FJA, RST, HLV.","[FJA, RST, HLV, ZOX, IAN, XPW, DGU]",7,8,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: FJA RST HLV.
Nodes set 2 contains: ZOX IAN XPW DGU.","[(FJA, IAN), (RST, ZOX), (HLV, XPW)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node FJA. Updated matching: {IAN: FJA}.
Search from node RST. Updated matching: {IAN: FJA, ZOX: RST}.
Search from node HLV. Updated matching: {IAN: FJA, ZOX: RST, XPW: HLV}.
So the maximum matching is ",3,4,81
bipartite,"[(YOT, CME), (YOT, AKD), (OXS, CME), (OXS, AKD), (OXS, HNC), (IBJ, KTV), (IBJ, AKD)]","{YOT: [CME, AKD],
OXS: [CME, AKD, HNC],
IBJ: [KTV, AKD],
CME: [YOT, OXS],
KTV: [IBJ],
AKD: [YOT, OXS, IBJ],
HNC: [OXS]}","Node YOT is connected to nodes CME, AKD.
Node OXS is connected to nodes CME, AKD, HNC.
Node IBJ is connected to nodes KTV, AKD.
Node CME is connected to nodes YOT, OXS.
Node KTV is connected to node IBJ.
Node AKD is connected to nodes YOT, OXS, IBJ.
Node HNC is connected to node OXS.","[YOT, OXS, IBJ, CME, KTV, AKD, HNC]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: YOT OXS IBJ.
Nodes set 2 contains: CME KTV AKD HNC.","[(YOT, AKD), (OXS, CME), (IBJ, KTV)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node YOT. Updated matching: {CME: YOT}.
Search from node OXS. Updated matching: {CME: OXS, AKD: YOT}.
Search from node IBJ. Updated matching: {CME: OXS, AKD: YOT, KTV: IBJ}.
So the maximum matching is ",3,4,82
bipartite,"[(LSP, WFJ), (LSP, ASI), (LSP, JYU), (FMV, WFJ), (FMV, ASI)]","{LSP: [WFJ, ASI, JYU],
FMV: [WFJ, ASI],
WFJ: [LSP, FMV],
ASI: [LSP, FMV],
JYU: [LSP]}","Node LSP is connected to nodes WFJ, ASI, JYU.
Node FMV is connected to nodes WFJ, ASI.
Node WFJ is connected to nodes LSP, FMV.
Node ASI is connected to nodes LSP, FMV.
Node JYU is connected to node LSP.","[LSP, FMV, WFJ, ASI, JYU]",5,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: LSP FMV.
Nodes set 2 contains: WFJ ASI JYU.","[(LSP, ASI), (FMV, WFJ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node LSP. Updated matching: {WFJ: LSP}.
Search from node FMV. Updated matching: {WFJ: FMV, ASI: LSP}.
So the maximum matching is ",2,3,83
bipartite,"[(AKT, TVT), (GFD, ZCT), (GFD, TVT), (GFD, FXX), (JZF, ZCT), (JZF, ICR), (JZF, FXX)]","{AKT: [TVT],
GFD: [ZCT, TVT, FXX],
JZF: [ZCT, ICR, FXX],
ZCT: [GFD, JZF],
ICR: [JZF],
TVT: [AKT, GFD],
FXX: [GFD, JZF]}","Node AKT is connected to node TVT.
Node GFD is connected to nodes ZCT, TVT, FXX.
Node JZF is connected to nodes ZCT, ICR, FXX.
Node ZCT is connected to nodes GFD, JZF.
Node ICR is connected to node JZF.
Node TVT is connected to nodes AKT, GFD.
Node FXX is connected to nodes GFD, JZF.","[AKT, GFD, JZF, ZCT, ICR, TVT, FXX]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: AKT GFD JZF.
Nodes set 2 contains: ZCT ICR TVT FXX.","[(AKT, TVT), (GFD, FXX), (JZF, ZCT)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node AKT. Updated matching: {TVT: AKT}.
Search from node GFD. Updated matching: {TVT: AKT, ZCT: GFD}.
Search from node JZF. Updated matching: {TVT: AKT, ZCT: JZF, FXX: GFD}.
So the maximum matching is ",3,4,84
bipartite,"[(PYF, BKQ), (AZY, ECK), (AZY, BKQ), (AZY, RUR)]","{PYF: [BKQ],
AZY: [ECK, BKQ, RUR],
ECK: [AZY],
BKQ: [PYF, AZY],
RUR: [AZY]}","Node PYF is connected to node BKQ.
Node AZY is connected to nodes ECK, BKQ, RUR.
Node ECK is connected to node AZY.
Node BKQ is connected to nodes PYF, AZY.
Node RUR is connected to node AZY.","[PYF, AZY, ECK, BKQ, RUR]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: PYF AZY.
Nodes set 2 contains: ECK BKQ RUR.","[(PYF, BKQ), (AZY, ECK)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node PYF. Updated matching: {BKQ: PYF}.
Search from node AZY. Updated matching: {BKQ: PYF, ECK: AZY}.
So the maximum matching is ",2,3,85
bipartite,"[(DXW, MWZ), (DXW, YZM), (DXW, WCL), (XPL, NWX), (JPO, NWX), (JPO, WCL)]","{DXW: [MWZ, YZM, WCL],
XPL: [NWX],
JPO: [NWX, WCL],
MWZ: [DXW],
NWX: [XPL, JPO],
YZM: [DXW],
WCL: [DXW, JPO]}","Node DXW is connected to nodes MWZ, YZM, WCL.
Node XPL is connected to node NWX.
Node JPO is connected to nodes NWX, WCL.
Node MWZ is connected to node DXW.
Node NWX is connected to nodes XPL, JPO.
Node YZM is connected to node DXW.
Node WCL is connected to nodes DXW, JPO.","[DXW, XPL, JPO, MWZ, NWX, YZM, WCL]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: DXW XPL JPO.
Nodes set 2 contains: MWZ NWX YZM WCL.","[(DXW, MWZ), (XPL, NWX), (JPO, WCL)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node DXW. Updated matching: {MWZ: DXW}.
Search from node XPL. Updated matching: {MWZ: DXW, NWX: XPL}.
Search from node JPO. Updated matching: {MWZ: DXW, NWX: XPL, WCL: JPO}.
So the maximum matching is ",3,4,86
bipartite,"[(DJF, UYV), (DJF, QOA), (DJF, BNS), (DJF, KNZ), (CQJ, KNZ)]","{DJF: [UYV, QOA, BNS, KNZ],
CQJ: [KNZ],
UYV: [DJF],
QOA: [DJF],
BNS: [DJF],
KNZ: [DJF, CQJ]}","Node DJF is connected to nodes UYV, QOA, BNS, KNZ.
Node CQJ is connected to node KNZ.
Node UYV is connected to node DJF.
Node QOA is connected to node DJF.
Node BNS is connected to node DJF.
Node KNZ is connected to nodes DJF, CQJ.","[DJF, CQJ, UYV, QOA, BNS, KNZ]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: DJF CQJ.
Nodes set 2 contains: UYV QOA BNS KNZ.","[(DJF, UYV), (CQJ, KNZ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node DJF. Updated matching: {UYV: DJF}.
Search from node CQJ. Updated matching: {UYV: DJF, KNZ: CQJ}.
So the maximum matching is ",2,4,87
bipartite,"[(LTC, ETG), (LTC, PLM), (MRT, ETG), (MRT, CTP)]","{LTC: [ETG, PLM],
MRT: [ETG, CTP],
ETG: [LTC, MRT],
CTP: [MRT],
PLM: [LTC]}","Node LTC is connected to nodes ETG, PLM.
Node MRT is connected to nodes ETG, CTP.
Node ETG is connected to nodes LTC, MRT.
Node CTP is connected to node MRT.
Node PLM is connected to node LTC.","[LTC, MRT, ETG, CTP, PLM]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: LTC MRT.
Nodes set 2 contains: ETG CTP PLM.","[(LTC, PLM), (MRT, ETG)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node LTC. Updated matching: {ETG: LTC}.
Search from node MRT. Updated matching: {ETG: MRT, PLM: LTC}.
So the maximum matching is ",2,3,88
bipartite,"[(XII, DSR), (XII, DFU), (XII, TMO), (WTA, DFU), (WTA, AQI), (WTA, AQL)]","{XII: [DSR, DFU, TMO],
WTA: [DFU, AQI, AQL],
DSR: [XII],
DFU: [XII, WTA],
AQI: [WTA],
AQL: [WTA],
TMO: [XII]}","Node XII is connected to nodes DSR, DFU, TMO.
Node WTA is connected to nodes DFU, AQI, AQL.
Node DSR is connected to node XII.
Node DFU is connected to nodes XII, WTA.
Node AQI is connected to node WTA.
Node AQL is connected to node WTA.
Node TMO is connected to node XII.","[XII, WTA, DSR, DFU, AQI, AQL, TMO]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: XII WTA.
Nodes set 2 contains: DSR DFU AQI AQL TMO.","[(XII, DSR), (WTA, DFU)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node XII. Updated matching: {DSR: XII}.
Search from node WTA. Updated matching: {DSR: XII, DFU: WTA}.
So the maximum matching is ",2,5,89
bipartite,"[(IMW, UCU), (IMW, EGH), (IMW, SOU), (CAY, TBM), (CAY, SOU)]","{IMW: [UCU, EGH, SOU],
CAY: [TBM, SOU],
TBM: [CAY],
UCU: [IMW],
EGH: [IMW],
SOU: [IMW, CAY]}","Node IMW is connected to nodes UCU, EGH, SOU.
Node CAY is connected to nodes TBM, SOU.
Node TBM is connected to node CAY.
Node UCU is connected to node IMW.
Node EGH is connected to node IMW.
Node SOU is connected to nodes IMW, CAY.","[IMW, CAY, TBM, UCU, EGH, SOU]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: IMW CAY.
Nodes set 2 contains: TBM UCU EGH SOU.","[(IMW, UCU), (CAY, TBM)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node IMW. Updated matching: {UCU: IMW}.
Search from node CAY. Updated matching: {UCU: IMW, TBM: CAY}.
So the maximum matching is ",2,4,90
bipartite,"[(PFB, QSJ), (GSE, NQS), (GSE, ZQF), (AWD, DSP), (AWD, QSJ), (AWD, NQS), (AWD, ZQF)]","{PFB: [QSJ],
GSE: [NQS, ZQF],
AWD: [DSP, QSJ, NQS, ZQF],
DSP: [AWD],
QSJ: [PFB, AWD],
NQS: [GSE, AWD],
ZQF: [GSE, AWD]}","Node PFB is connected to node QSJ.
Node GSE is connected to nodes NQS, ZQF.
Node AWD is connected to nodes DSP, QSJ, NQS, ZQF.
Node DSP is connected to node AWD.
Node QSJ is connected to nodes PFB, AWD.
Node NQS is connected to nodes GSE, AWD.
Node ZQF is connected to nodes GSE, AWD.","[PFB, GSE, AWD, DSP, QSJ, NQS, ZQF]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: PFB GSE AWD.
Nodes set 2 contains: DSP QSJ NQS ZQF.","[(PFB, QSJ), (GSE, NQS), (AWD, DSP)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node PFB. Updated matching: {QSJ: PFB}.
Search from node GSE. Updated matching: {QSJ: PFB, NQS: GSE}.
Search from node AWD. Updated matching: {QSJ: PFB, NQS: GSE, DSP: AWD}.
So the maximum matching is ",3,4,91
bipartite,"[(BJF, FOR), (JIR, FOR), (JIR, XXJ), (JIR, FNI)]","{BJF: [FOR],
JIR: [FOR, XXJ, FNI],
FOR: [BJF, JIR],
XXJ: [JIR],
FNI: [JIR]}","Node BJF is connected to node FOR.
Node JIR is connected to nodes FOR, XXJ, FNI.
Node FOR is connected to nodes BJF, JIR.
Node XXJ is connected to node JIR.
Node FNI is connected to node JIR.","[BJF, JIR, FOR, XXJ, FNI]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: BJF JIR.
Nodes set 2 contains: FOR XXJ FNI.","[(BJF, FOR), (JIR, XXJ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node BJF. Updated matching: {FOR: BJF}.
Search from node JIR. Updated matching: {FOR: BJF, XXJ: JIR}.
So the maximum matching is ",2,3,92
bipartite,"[(GJW, WNO), (GJW, ZWD), (GJW, DLB), (EPS, ZWD), (EPS, MIL), (EPS, ZCJ), (EPS, DLB)]","{GJW: [WNO, ZWD, DLB],
EPS: [ZWD, MIL, ZCJ, DLB],
WNO: [GJW],
ZWD: [GJW, EPS],
MIL: [EPS],
ZCJ: [EPS],
DLB: [GJW, EPS]}","Node GJW is connected to nodes WNO, ZWD, DLB.
Node EPS is connected to nodes ZWD, MIL, ZCJ, DLB.
Node WNO is connected to node GJW.
Node ZWD is connected to nodes GJW, EPS.
Node MIL is connected to node EPS.
Node ZCJ is connected to node EPS.
Node DLB is connected to nodes GJW, EPS.","[GJW, EPS, WNO, ZWD, MIL, ZCJ, DLB]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: GJW EPS.
Nodes set 2 contains: WNO ZWD MIL ZCJ DLB.","[(GJW, WNO), (EPS, ZWD)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node GJW. Updated matching: {WNO: GJW}.
Search from node EPS. Updated matching: {WNO: GJW, ZWD: EPS}.
So the maximum matching is ",2,5,93
bipartite,"[(GYP, JGC), (GYP, UZM), (TIK, TNQ), (TIK, JMU), (TIK, JGC), (TIK, IRV)]","{GYP: [JGC, UZM],
TIK: [TNQ, JMU, JGC, IRV],
TNQ: [TIK],
JMU: [TIK],
JGC: [GYP, TIK],
UZM: [GYP],
IRV: [TIK]}","Node GYP is connected to nodes JGC, UZM.
Node TIK is connected to nodes TNQ, JMU, JGC, IRV.
Node TNQ is connected to node TIK.
Node JMU is connected to node TIK.
Node JGC is connected to nodes GYP, TIK.
Node UZM is connected to node GYP.
Node IRV is connected to node TIK.","[GYP, TIK, TNQ, JMU, JGC, UZM, IRV]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: GYP TIK.
Nodes set 2 contains: TNQ JMU JGC UZM IRV.","[(GYP, JGC), (TIK, TNQ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node GYP. Updated matching: {JGC: GYP}.
Search from node TIK. Updated matching: {JGC: GYP, TNQ: TIK}.
So the maximum matching is ",2,5,94
bipartite,"[(RIN, JFF), (RIN, OPC), (RIN, NIZ), (LWU, PHH), (LWU, NIZ)]","{RIN: [JFF, OPC, NIZ],
LWU: [PHH, NIZ],
PHH: [LWU],
JFF: [RIN],
OPC: [RIN],
NIZ: [RIN, LWU]}","Node RIN is connected to nodes JFF, OPC, NIZ.
Node LWU is connected to nodes PHH, NIZ.
Node PHH is connected to node LWU.
Node JFF is connected to node RIN.
Node OPC is connected to node RIN.
Node NIZ is connected to nodes RIN, LWU.","[RIN, LWU, PHH, JFF, OPC, NIZ]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: RIN LWU.
Nodes set 2 contains: PHH JFF OPC NIZ.","[(RIN, JFF), (LWU, PHH)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node RIN. Updated matching: {JFF: RIN}.
Search from node LWU. Updated matching: {JFF: RIN, PHH: LWU}.
So the maximum matching is ",2,4,95
bipartite,"[(QCG, SDN), (QCG, IEN), (QCG, RJM), (QCG, BEI), (QCG, GJF)]","{QCG: [SDN, IEN, RJM, BEI, GJF],
SDN: [QCG],
IEN: [QCG],
RJM: [QCG],
BEI: [QCG],
GJF: [QCG]}","Node QCG is connected to nodes SDN, IEN, RJM, BEI, GJF.
Node SDN is connected to node QCG.
Node IEN is connected to node QCG.
Node RJM is connected to node QCG.
Node BEI is connected to node QCG.
Node GJF is connected to node QCG.","[QCG, SDN, IEN, RJM, BEI, GJF]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: QCG.
Nodes set 2 contains: SDN IEN RJM BEI GJF.","[(QCG, SDN)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node QCG. Updated matching: {SDN: QCG}.
So the maximum matching is ",1,5,96
bipartite,"[(AZY, VIO), (AZY, BLP), (AZY, BGH), (YTH, BLP), (YTH, BGH)]","{AZY: [VIO, BLP, BGH],
YTH: [BLP, BGH],
VIO: [AZY],
BLP: [AZY, YTH],
BGH: [AZY, YTH]}","Node AZY is connected to nodes VIO, BLP, BGH.
Node YTH is connected to nodes BLP, BGH.
Node VIO is connected to node AZY.
Node BLP is connected to nodes AZY, YTH.
Node BGH is connected to nodes AZY, YTH.","[AZY, YTH, VIO, BLP, BGH]",5,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: AZY YTH.
Nodes set 2 contains: VIO BLP BGH.","[(AZY, VIO), (YTH, BLP)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node AZY. Updated matching: {VIO: AZY}.
Search from node YTH. Updated matching: {VIO: AZY, BLP: YTH}.
So the maximum matching is ",2,3,97
